username,rating,comment,time,product,sentiment
l*****2,5,"sepadan dengan hargasepadan
fitur terbaikharga murah kualitas gk murahan

mantep banget barang sesuaiigmpang di pasang kualitas ok pesan kemaren hari ini sampai thanks seller",2023-09-19 11:02:00,antigores,positive
ahmadroisnur,5,"sepadan dengan hargasesuai
fitur terbaikgak ada fitur

terimakasih paketan sudah saya terima dengan baik dan kualitas barang sangat bagus",2024-01-14 03:33:41,antigores,positive
randisyamza0616,5,"fitur terbaikbaik
sepadan dengan hargamurah

peking aman dengan harga murah banget ",2023-07-12 02:45:31,antigores,positive
nurulmunawaroh451,5,"sepadan dengan hargamurah

barang sampe dengan slamat pesan kmren sore hari ini pagi udah sampe cepet bangettt harga murah bangettt packingan standar lah makasih seller makasih shopeeee
langganan lh",2023-12-27 02:56:24,antigores,positive
nurrul_niee,5,"ukuranpas
fiturlumayan
kegunaananti gores

pengiriman cepat barang murah banget semoga gampang pas dipake soalnya baru coba yg model ini aku kira kaca gtwnya lebih ke plastik ya",2024-10-12 18:50:49,antigores,positive
jejenevan,5,"fitur terbaiktg cap matte
sepadan dengan hargaharga murah v gk murah pas di kantong

trimakasih kak paketnya sudah saya terima dengan baik alhamdulillah pesenannya sesuai",2023-09-12 15:38:51,antigores,positive
ly2sau0hr6,5,"ukuranpas dan sesuai
fiturbagus
kegunaantg ok

alhamdulillah paket sudah tiba pembelian ke 3 seller amanah dan gercep dalam pengiriman kurir ok shopee ok",2024-09-18 12:22:17,antigores,positive
khofiazulfa,3,"sepadan dengan hargaiyaa
fitur terbaikworth it buat harga segitu

bagussesuai hargacuma gatau ya fingerprintnya kok jadi gabisa

thanks buatt kakanya",2023-12-14 08:16:55,antigores,neutral
ahmadhadi2021,5,"sepadan dengan hargaya
fitur terbaikya

barang bagus tapi blm saya aplikasi kan ke hp nya semoga cocok dan presisi respon penjual nya sangat ramah sukses trs buat kk nya ",2023-07-11 10:27:27,antigores,positive
i*****a,5,"fitur terbaikspay
sepadan dengan hargabgt

kirain yg dtg abal abal trnyta spay bneran makasi seller
bagus bgt order 3npcs",2024-03-08 04:46:00,antigores,positive
9cew8arlom,5,"fitur terbaiklumayan
sepadan dengan hargayups

barang sampai dengan selamat
kasirnya juga ramah
terima kasih",2023-12-29 12:16:01,antigores,positive
codcekdulu263,5,"fitur terbaikoke
sepadan dengan hargamntp

harga murmer 3500 free ongkir kualitas mntp bagus next order lagi",2023-10-27 05:53:14,antigores,positive
wiwimarwiyah29,5,"ukuransesuai
kegunaanpengaman

cepet bgtt baru kemaren cuma sehari langsung nyampe  semua barang sesuai",2024-05-03 04:00:56,antigores,positive
p*****u,5,"sepadan dengan hargaiya
fitur terbaiktidak bisa dilihat dari samping

alhamdulillah aman barang sesuai keinginanku
next time mau beli lagi",2023-09-10 10:49:43,antigores,positive
ruwi_tiawan17,5,"ukuransesuai pesanan
fiturbagus
kegunaanuntuk melindungi layar hp dr kepoan orang orang

terima kasih pesanan sudah datang dan sesuai dengan realnyasuka pokok nya dengan harga murah udah dapat anti gores privasi",2024-11-05 14:11:34,antigores,positive
awaruf,5,"fitur terbaikterbaik
sepadan dengan hargasangat sepadan bagus

tidak ada gangguan sama sekali dengan sensitifitas layar",2024-05-08 10:38:23,antigores,positive
henny.ip,5,"fitur terbaikya
sepadan dengan hargaya

pengiriman cepat dan kualitas juga bagus terima kasih",2022-11-12 06:14:43,antigores,positive
tehsulastri,5,"fitur terbaikanti spay
sepadan dengan hargasepadan

cocok buat yang beristri 2 yang suka lirik hp kita dari samping",2023-06-12 04:05:57,antigores,positive
etyedy,5,"fitur terbaikpas
sepadan dengan hargaori

terima kasih banyak orderan sdh dterima pengiriman cepat kwalitas terbaik thx",2024-01-19 05:42:00,antigores,positive
a*****9,5,"sepadan dengan hargasepadan dengan harga
fitur terbaikbaik sekali

the best lah mantap tokoh amanah",2024-01-28 02:29:35,antigores,positive
tanti_ravatar,5,"ukuransesuai
kegunaansangat bergunaaa

perfect pokoknya dengan harga yang sangat terjangkau semoga aawett pengiriman cepatt",2024-09-14 04:07:56,antigores,positive
dayusaputra0518,5,"fitur terbaikiya
sepadan dengan hargaiya

alhamdulillah paketnya sudah datang kak sesuai dengan pesanan terimakasih kak",2023-12-16 11:40:49,antigores,positive
a*****7,5,"ukuranbelum di coba
fiturlumayan
kegunaantemperglas

terima kasih banyak saller paket nya sudah datang dan sesuai dengan pesanan 
",2024-10-03 11:34:26,antigores,positive
e*****6,5,"sepadan dengan hargamurah
fitur terbaikok

pengiriman super cepat respon jg cepat luar biasa pesen kemarin hari ni nyampe harga murah berkah selalu mksih kk",2023-09-18 07:56:14,antigores,positive
alatasmuksin695,5,"fitur terbaikbagus
sepadan dengan hargapas

sangat bagus sekali sangat memuaskan dan pengirimannya pun super cepat",2023-10-20 22:41:28,antigores,positive
rickycheking,5,"sepadan dengan hargaharganya murah
fitur terbaikprivasi dari samping

barang sampai dengan baik dan rapi",2023-12-16 04:09:47,antigores,positive
sitialiya993,5,"ukuranpas
fiturlentur
kegunaanpelindung layar

udah ber xx belanja di toko ini
tetep amanah sesuai pesanan selalu di terima dgn ke adaan baik tidak pecah
semoga lancar selalu",2024-07-05 13:10:05,antigores,positive
masrainipernangin,5,"fitur terbaikbagus ges murah lagii
sepadan dengan hargaworth it to buy banget

seriusan cuma 3k dapat anti gores sebagus iniiiii",2023-12-21 06:58:57,antigores,positive
reriherlaniputri,5,"ukuransesuai dgn hp
fituranti spy
kegunaananti gores

alhamdulillah paket sudah sampai di bungkus dengan rapi dan aman",2024-07-11 16:23:50,antigores,positive
ichana17,5,the best pokoknya hp jd baru lagi pengiriman sangat cepat,2022-08-29 01:18:38,antigores,positive
a*****9,5,"fitur terbaikya
sepadan dengan hargaya

barang sudah sampai sesuai pesanan barang aman pengiriman lumayan cepet makasii seller",2024-01-23 11:37:04,antigores,positive
p*****p,5,"fitur terbaiksangat baik  sesuai pesanan 
sepadan dengan hargalumayan

rekomendasi beli disini barang sesuai pesanan ",2023-01-10 07:19:51,antigores,positive
zarkasih21,5,"ukuranpas
fiturmatte
kegunaanhp

sesuai pesanan pas di hp sesuai tipe hp dan sudah di pasang di hp murah berkualitas dapat voucher 77 shoope thanks",2024-07-10 14:20:23,antigores,positive
zulfahaulia274,5,"fitur terbaikoppo a1k
sepadan dengan hargabarang sesuai harga

alhamdulillah udh sampe barang bagus pengiriman cepat makasih seller",2024-02-02 02:17:50,antigores,positive
g*****e,4,"sepadan dengan hargaya
fitur terbaikya

sip barangnya diterima dengan aman dan baik pengirimannya tidak dilapisi bubble wrap untung aman",2024-03-02 11:36:07,antigores,positive
4r1n4h,5,"sepadan dengan hargaiya lumayan harga dengan barang bagus an barang
fitur terbaikbaik

jangan di ragukn lagi deh beli aja 
soalnya tipenya itu full layar bukan yang setengah",2024-01-09 11:42:33,antigores,positive
naura.hanifa17,5,"fitur terbaikbagus
sepadan dengan hargaiya

brgny bagus pengiriman ny cpt jd bisa dpke langsungtrmksh",2023-12-13 09:30:03,antigores,positive
enengkhoeriah,5,"sepadan dengan hargasepadan
fitur terbaikbagus banget cocok buat hp ku

makasih pesanan sudah sampe dengan selamat makasih seller makasih shoppe makasih bang kurir",2023-03-05 06:04:30,antigores,positive
s*****6,5,"ukuranpas dan sesuai
fiturbagus
kegunaanpelindung layar

paket sudah di terima sesuai pesanan mantep next order lagi makasih seller sudah amanah ",2024-11-23 08:07:54,antigores,positive
prasasti0706,5,"sepadan dengan hargayaaaa sepadan
fitur terbaikbagus dan sesuai harapan

bagus bangett sih menurutku yuk kalian harus coba jugaaa",2024-02-08 08:32:13,antigores,positive
noviinov439,5,"sepadan dengan hargasangat bagus
fitur terbaikoppo a15oppo a5s

ga terlalu tipis bahan nya bagus full screen",2023-10-19 22:06:24,antigores,positive
melaniesuci,5,"ukuranpas
fiturbagus
kegunaankegoresan

bagus worth it sesuai barang privasi aman lahh klo lihat dari pinggir ga keliahatn tapi kelihatan dikitt gituu",2024-08-25 15:55:57,antigores,positive
u*****2,5,"ukurancocok
fiturbagus
kegunaanlindungi layar

alhamdulillah paket sampai dengan selamat pengiriman cepat terimakasih seller dan shopeexpres",2024-10-05 00:48:49,antigores,positive
fernawatianna,5,"fitur terbaikpaket sudah diterima

paket sudah diterima aman dan nyaman semoga langgananlumayan tg dapat harga 4300  penanganan sudah gratis ongkirlain kali mau order lagi buat gonta ganti tg biar awet hpnya",2023-10-13 05:15:41,antigores,positive
r*****9,5,"ukuranpas dan sesuai
fiturbagus mantap
kegunaantudak terlihat dari samping

mantap barangnya mendarat dengan aman",2024-07-23 14:15:13,antigores,positive
s*****7,4,"sepadan dengan hargabaik
fitur terbaikbaik

barang sesuai dengan harga
packing juga aman
kecepatan pengiriman juga cepat
cuma saya beli 2 anti gores tapi tisu pembersih nya cuma satu",2024-03-16 03:30:46,antigores,positive
firmankarno349,5,"ukuranpas
fiturbagus
kegunaanbuat hp

sesuai dengan poto bagus anti dilahat sama orang bagus realpict ",2024-05-15 07:44:27,antigores,positive
f*****4,5,"sepadan dengan hargaya
fitur terbaikbgus

safety ko karna di kasih alas kardus walah cuma pesen 2 gak ada kurangnya lagi karna pernah beli tapi gak full layar",2024-01-06 08:21:17,antigores,positive
seoyeonjung138,5,"sepadan dengan hargasepadan alhamdulillah
fitur terbaikbiar gak di intip org hp nyaa

alhamdulillah sdh sampai",2023-12-16 02:47:32,antigores,positive
garwono,5,"ukurancocok
fiturbagus
kegunaananti gores layar hp

barang sesuai orderan kualitas bagusharga terjangkaupacking rapikurir ramahterima kasih kak",2024-11-04 11:24:07,antigores,positive
arlie_18,5,"ukuranpas dan sesuai
fiturbagus dan berguna
kegunaanuntuk hp

sukses sllu bosque barang sesuai yg di pesan",2024-07-25 08:13:31,antigores,positive
a*****n,5,"sepadan dengan hargamurah and good
fitur terbaikmurah and good

bagus sekali meskipun harganya nya murah tapi kualitasnya oke kok mantap deh pokoknya",2023-10-16 23:49:41,antigores,positive
ady_munandar,4,"fitur terbaikbaii
sepadan dengan hargasesuai

barang sdh di terima dengan baiksesuai pemesanansemoga awetmksh admin",2023-12-19 08:40:41,antigores,positive
e*****m,5,"ukurancocok
fiturbagus dan sempurna
kegunaanya

sesuai dengan tipe hp pas kok lumayan banget buat terus harganya murah lagii
best lah",2025-01-05 12:43:09,antigores,positive
azz.zyah,5,"sepadan dengan hargaoke
fitur terbaiksesuai deskripsi

packing aman tidak ada yg retakrusak sesuai dengan pilihan dapet harga promo cuma 3rban  semoga berkah ",2023-10-13 13:11:38,antigores,positive
dum03,4,"sepadan dengan hargamayan
fitur terbaikmayan

mayan  sspdan dengan hrga masih terlihat dri smping gk terllalu matte",2023-10-13 09:36:45,antigores,positive
a*****7,4,"fitur terbaikbaik bagus

barang terkirim dengan sangat baik real pict dan bagus worth it dengan harga segitu",2023-12-11 03:48:42,antigores,positive
andiherlian,5,"sepadan dengan hargasgt memuaskan
fitur terbaikjoss mntul

mntfff dsini dpt produk sgt baik murah pulakemaren beli d abang 30kdsini hnya13kkeren gk tuhya iya donkmkasih ya min",2024-01-17 08:27:59,antigores,positive
j07rgirop7,5,"fitur terbaiksangat baik dan menarik

pengiriman sangat amat cepat dan pengemasan pun aman dan rapi barang sesuai jumlah dan warna seller amanahmakasi",2024-02-02 13:51:49,antigores,positive
s*****o,5,"ukurancocok
fiturbagus

ok alhamdulillah dapat voucher gratis jadi bayar 0 rupiah barang ok pengiriman cepat mantap",2024-12-26 11:55:53,antigores,positive
a*****e,5,"fitur terbaikok
sepadan dengan hargaok

biasa pesan disini sejauh ini sesuai dengan pesanan dan packing rapih terima kasih seller pengiriman cepat",2023-09-28 06:53:35,antigores,positive
devi_zhafran20,5,"sepadan dengan hargabagus dan lengkap
fitur terbaikpackingan rapi dan sampai dengan selamat terima kasih seller ",2023-12-02 04:19:32,antigores,positive
nurulafafriani,5,"fitur terbaikbagus
sepadan dengan hargasesuai

alhamdulillah sesuai dengan pesanan tidak ada yang rusak",2024-01-23 03:53:43,antigores,positive
i*****4,5,"sepadan dengan hargaharga terjangkau murah tapi kualitas ok
fitur terbaikok sesuai gambar dan pesanan

mudah di pasang ukuran
 pas",2023-10-19 06:04:15,antigores,positive
dewiduki,5,"fitur terbaikbaik
sepadan dengan hargasesuai

dpt harga murah n sesuai pesanan thanks seller  sukses trus",2023-10-20 14:53:46,antigores,positive
zamalvian,5,"fitur terbaikbaguuus
sepadan dengan hargamantap

pengemasan dan pengiriman super cepat pesanan juga sesuai varian yang dipilih mantap pokoknya murah tapi baguus",2024-02-21 09:42:43,antigores,positive
m*****h,5,"sepadan dengan hargasangat terjangkau
fitur terbaikbagus

alhamdulillah pesanan sudah sampai  worth it",2023-12-21 06:58:48,antigores,positive
daraadrian,5,"fitur terbaikoke banget aku suka
sepadan dengan hargasepadan dengan harganya murah tapi gak murahan the best pokonya terima kasih",2023-12-05 11:20:53,antigores,positive
e*****a,5,"fitur terbaikanti gores
sepadan dengan hargaiya

barang sudah di terima dengan baik seller fast respon packing aman kecepatan pengiriman baik makasih seller and shopee",2024-03-10 14:30:12,antigores,positive
1mg9vhjrsc,5,"fitur terbaikanti gores nyaa amaan ga retak
sepadan dengan hargamurah banget tpii baguss

makasihhhpengiriman cepat",2024-01-04 05:00:23,antigores,positive
yo2hwqcell,5,"sepadan dengan harga3000
fitur terbaikternyata faceide masih bisa

saya kira tidak mendukung untuk sidik jari dan faceide ternyata faceide masih bisa alkhamdulillaah
cuma harus dari samping banget baru tidak kelihatan layarnya kalau masih miring masih kelihatan tuh layarnya",2024-02-04 10:24:34,antigores,positive
y*****5,5,"fitur terbaikbagus
sepadan dengan hargabagus

produk sudah sampai dengan aman pengemasan lumayan rapih produk sudah sesuai bagus juga semoga awet",2023-10-06 04:39:58,antigores,positive
fadilar507,5,"fitur terbaikbaik
sepadan dengan hargaharga sangat standar

barang sampai dengan aman peking nya rapi banget dijamin bagus",2023-12-04 04:59:01,antigores,positive
kajull,5,"ukuranpas sesuai
fiturbagus

paket sudah di terima dg baikbarang real pick sesuai ekpetasiharga murah tp  kualitas goodterimakasih ka semoga lancar berkah",2024-09-18 09:01:16,antigores,positive
litamauhida,5,"sepadan dengan hargakwalitas sngt bgs
fitur terbaikok bgt

tetap amanah y kk jgn ky toko lain pesan apa yg dtg apa cm bikin nm shope jlk",2023-10-18 05:33:31,antigores,positive
s*****d,5,"ukuranpas
fiturbagus berguna
kegunaanmelindungi layar hp

harga murah terjangkau produk bagus aman tidak ada yg cacad sama sekaliterimakasih sudah kesekian nya order ditoko ini",2024-07-25 16:59:52,antigores,positive
anggisyn2811,5,"fitur terbaikya

sesuai pesanan pengiriman sangat cepat baru pesen kemaren besoknya langsung dateng thanks kaa",2023-11-23 13:10:30,antigores,positive
asepmubarok965,5,"ukuransesuai barangnya
fituranti gores bagus
kegunaannyaman di pasang anti gores di hp saya kk

barangnya anti gores sudah saya pasang bagus terimakasih kurir shopee",2024-09-09 10:16:51,antigores,positive
mastonitoni649,5,"fitur terbaikoke
sepadan dengan hargamantap

produk nya bagus pas dengan hp nya",2024-03-01 14:44:11,antigores,positive
fitryajje,5,"sepadan dengan hargabarang
fitur terbaikanti spy

pengiriman paketnya cepat dan sampe dengan aman cukup baik dan bagus kualitasnya dengan harga murce",2024-01-21 10:52:46,antigores,positive
ayu.aenun06,5,barang suðah sampai dengan baik  pengemasan sangat sangat aman pakai dus  baru kali ini pesan tempered glass yg seaman ini  makasih ya,2024-08-19 11:12:52,antigores,positive
galihsaputra860,5,"sepadan dengan hargayang di tawarkan
fitur terbaikberfungsi

recommended seller barang sesuai pesanan foto yg di pajang asli",2024-02-07 13:27:39,antigores,positive
a*****3,5,"fitur terbaikbagus
sepadan dengan hargasepadan

terimakasih hp saya yg jelek itu menjadi lebih baik besok saya pasang skrng sudah malam
pengiriman cepat good seller",2024-01-04 12:43:19,antigores,positive
d*****x,5,"fitur terbaiksesuai gambar bagus pokoknya mantap
sepadan dengan hargamantap g nyesel bget murah bget saat cepet  semoga sukses kurir penjual semoga berkah amin",2023-11-24 02:28:41,antigores,positive
h*****r,5,"fitur terbaiktop markotop
sepadan dengan hargasangat setara

beneran gak keliatan dong dr samping  mksh seller  tp sayang akunya gk bisa masang  jd bnyk gelembungnya",2023-10-19 10:41:52,antigores,positive
prinusprimokono,5,barangnya sesuai pesanan keren banget terus jaga kualitas dan amanah sukses  jadilah yang terbaik buat teman jangan ragu beli di reseller ini terima kasih ,2024-01-08 02:26:54,antigores,positive
a*****h,5,"ukuransesuai dengan tipe ponsel
fiturantipeepinh film
kegunaananti gores pelindung layar

sudah coba berbagai jenis anti gores tapi memang untuk aku pribadi paling pas dan sesuai kebutuhan itu yang jenis ceramic matte dengan antipeeping film lebih pas untuk aku dan beberapa anggota keluarga yang sedikit clumsy karena beberapa kali tidak sengaja menjatuhkan ponsel barang datang sesuai pesanan tipe ponsel dan dalam keadaan baik tidak ada lecet atau cacat apapun",2024-07-07 06:25:31,antigores,positive
d*****y,3,"sepadan dengan hargasepadan
fitur terbaiklumayan

kurang presisi terlalu lebar dan kurang panjang
sukses buat seller",2023-10-13 00:32:14,antigores,neutral
amysholiha,5,"ukurancocok
fiturbagus
kegunaanmelindungi layar hp

kwalitas terbaik harga murce pengiriman cepat pengemasan aman tq all shopee kurir n reseller",2025-01-09 10:46:16,antigores,positive
e*****3,5,"ukuransesuai
fiturbagus
kegunaanmelindungi layar hp

pengemasan rapiaman cepatpengiriman cepatharganya murah banget pas lagi flash salemksh shoope dan seller nya",2024-11-20 07:54:16,antigores,positive
a*****8,4,"sepadan dengan hargasangat sepadan
fitur terbaiksangat menarik

mantap kak selalu berkah tokonya dan selalu amanah",2023-12-16 02:29:36,antigores,positive
ernalestari_drg,5,"anti goresnya mantulbersihin dulu layar hp pake tissu wet trus dry langsung pasang anti gores anti spy
pengiriman cepat makasih",2023-10-24 11:03:13,antigores,positive
l*****f,5,"fitur terbaikbahan ceramic
sepadan dengan hargaworth it

temperglas sesuai dpt harga 16rb dapet 2",2024-01-25 06:21:28,antigores,positive
z2kalniya,5,"ukuransesuai
fiturbagus
kegunaanbiar layar hp nya tak tergores

terima kasih kk barang cepet datangnya pesen kemaren td siang udh nyampe rmh",2024-07-01 11:20:12,antigores,positive
f*****a,5,"fitur terbaikanti gores soy
sepadan dengan hargasesuai

pengiriman cepat sesuai harga gak terlalu spy lebih ke gelap tp bagus kok sesuai sama harga",2023-12-10 07:04:52,antigores,positive
enamour.beads,5,barang sesuai puas banget belanja disini bakal langganan nih hehe pengiriman cepat respon nya cepet banget buat ngirim barangnya,2023-12-05 14:02:58,antigores,positive
t*****3,5,"sepadan dengan hargapas
fitur terbaikbagus

terima kasih anti goresnya sudah datang seneng banget sesuai dengan gambarnya sekali lagi terima kasih love you",2023-12-07 05:00:10,antigores,positive
s*****1,4,"sepadan dengan hargayang ditawarkan
fitur terbaikanti pecah

barang sudah datang barang sesuai pesanan kwalitas produk baik pengiriman barang cepat packing aman rapi terimakasih ",2023-12-30 02:24:10,antigores,positive
s*****i,5,"fitur terbaikbagus
sepadan dengan hargacocok terjangkau

terima kasih cepat smpai bagus",2023-12-26 08:37:25,antigores,positive
f*****6,5,"ukuranpas dan sesuai
kegunaananti gores hp

ke dua kali nya pesen disini 
pengiriman nya cepat sekali maaf fotonya cm 4 krn yg satu langsung dipakai
terimakasih shopee seller dan kurir",2024-10-30 12:10:06,antigores,positive
d*****3,5,"sepadan dengan hargasepadan
fitur terbaikbisa untuk privasi hp

bolelah bolelah bener bener privasi produk aman sampai rumah",2023-12-18 05:54:46,antigores,positive
s*****3,5,"sepadan dengan hargasesuai harga
fitur terbaiktidak mudah pecah

terima kasih barang nya sudah sampai alhamdulillah semoga awet barang nya bagus mantaaaaapppp",2023-12-24 10:58:31,antigores,positive
piansetiawan9696,5,"ukuranpas dan sesuai
fiturbagus dan berguna
kegunaanmelindungi layar dan nyaman dimata

cukup bagus produknya dan cepat pengirimannya saya sangat puas",2024-08-20 06:40:15,antigores,positive
l*****a,5,"fitur terbaikbagus hitam buat privacy
sepadan dengan hargasepadan

kirain ga bakal dikasih tisu nya ternyata dikasi juga the best",2023-08-31 05:03:32,antigores,positive
y*****1,5,"sepadan dengan hargasepadan
fitur terbaiktempered glass oppo a12

alhamdulillah paket sudah diterima pengiriman cepat semoga saja bagus soalnya belum dipasang terima kasih",2023-10-04 11:10:12,antigores,positive
chellva_69,5,"sepadan dengan hargaoke
fitur terbaikbaik

udah harganya murah pesanan datengnya cepet sesuai pesanan gratis ongkir pula mantul",2023-12-19 07:59:13,antigores,positive
d*****e,4,"fitur terbaikok
sepadan dengan hargasepadan

paket sudah diterima dengan baikterimakasih",2023-09-25 11:26:24,antigores,positive
g*****a,5,"fitur terbaikbagus
sepadan dengan hargaiya

bagus sesuai terimakasih seller shopie dan kurir",2024-01-06 10:29:38,antigores,positive
d*****1,5,"fitur terbaikok
sepadan dengan hargaok

barang sudah sampai langaung di pasangmantul langganan beli disini g pernh ngecewain packinh nya jg rapih bgt mksh",2024-05-07 04:14:34,antigores,positive
dinasagita06,5,"ukurancocok dengan sempurna
fiturbagus dan berguna
kegunaanprivacy

terima kasih ",2024-09-09 07:31:51,antigores,positive
srinurhayati260898,5,"ukuranbagus
fiturberguna sekali
kegunaanmelindungi layar hp dan lebih privacy

sesuai sudah di pasang semoga awet
  dan jadi langganan terimakasih seller amanah selalu ya",2024-08-04 11:52:18,antigores,positive
ruditok,5,"sepadan dengan hargasesuai dengan harga nya
fitur terbaiksangat baik

terimakasih gan barangnya udah nyampe dalam kondisi baik",2023-09-20 09:51:42,antigores,positive
awayfamilystore,5,"ukuranpas
fiturmantap
kegunaanmelindungi hp dari goresan

pengiriman standar barang bagus dan berkualitas harga murah dan terjangkau mantap ",2024-11-27 12:58:56,antigores,positive
rifaipratama00,5,"fitur terbaikbaik
sepadan dengan hargabaik

paket sudah sampai lumayan dapet harga 1k karna kemaren flas sale hehe nex bakal order lagi",2023-10-09 11:39:02,antigores,positive
farizmurobi.o,5,"sepadan dengan harganya
fitur terbaikoke

makasih kakak pesanannya udah nyampepacking amanpengiriman cepatbelum di pasang mudah2an pasmakasih deh pokoknyadan yg penting harga nya murah",2023-09-09 08:48:37,antigores,positive
a*****a,5,"sepadan dengan hargasesuai harga
fitur terbaikcocok untuk melindungi layar hp

barang bagus kualitas bahan ok udah dapet harga murah dapet diskon pula terima kasih",2024-02-06 05:57:34,antigores,positive
a*****a,5,"fitur terbaikbaik
sepadan dengan hargamudah mudahan awet

alhamdulillah barang sudah sampai dan diterima dalam keadaan kondisi baik terimakasih",2023-08-12 13:21:28,antigores,positive
s*****5,5,"ukuranpas
fiturberguna dan bagus

alhamdulillah paket nya sudah datang dengan cepat dan harga nyaa murah sekali",2024-10-12 06:30:40,antigores,positive
lestari.sun,5,"sepadan dengan hargaharga
fitur terbaikbaik

tetima kasih pengirimannya dan barangnya aman",2023-11-27 10:07:40,antigores,positive
e*****4,4,pengiirman nya cepat dan harga nya juga murah banget kualitas oke,2024-10-08 09:14:34,antigores,positive
udanengerekecekkpancen,5,pas dengan tipe hp sayakmasan rapih barang okdatang tepat waktumkasih sealer mkasih shopeemkasih jg buat abang kurir yah,2024-08-15 18:50:36,antigores,positive
m*****1,5,cepat sekali pengiriman nyagag sampai 24 jam sudah sampai langsung dipakai untuk hp saya n anak saya  barangnya juga bagus,2024-11-17 12:36:24,antigores,positive
m*****d,5,"sepadan dengan hargasepadaan
fitur terbaikbarang baik banget bagus

oke bagus",2023-12-15 12:19:55,antigores,positive
i*****3,5,"fitur terbaikbagus banget
sepadan dengan hargasepadan

bener bener privasi banget ini yg nyaa terimakasih kak",2024-02-05 10:26:15,antigores,positive
pv8pbxrfkd,5,"fitur terbaikbagus
sepadan dengan hargaterjangkau

rekomen banget btw ini hpku a38 karena gak ada yang 38 aku beli yang oppo a17 untungnya pas ",2023-10-14 11:56:01,antigores,positive
d*****e,5,"fitur terbaikok
sepadan dengan hargaok

packing sangat aman penguriman cepat respon penjual baik dan ramah pesanan lengkap tapi silikon case nya salah type ga pa2 deh trima kaaih ya",2023-12-17 11:24:45,antigores,positive
7*****c,5,"fitur terbaikbaik
sepadan dengan hargasangat sepadan

alhamdulillah barang sampai dengan cepat",2023-12-12 08:49:32,antigores,positive
rahahusna,5,sudah 3 kali beli di toko ini alhamdulillah cept sampai ny penjual ramah dn brg ori semoga bisa langganan beli disini,2022-08-11 06:39:07,antigores,positive
r*****8,5,"fitur terbaikbagus
sepadan dengan hargamantap

pengriamn cepat
harga muantapp
packing terjaga
terima kasih
laris terus yh
next order lg",2024-01-29 14:43:25,antigores,positive
e*****a,5,packing aman pengiriman cepet bgt pesan langsung dikemas kualitas oke harga,2023-12-26 03:14:34,antigores,positive
sholahudinalayubi364,5,"sepadan dengan hargaterjangkau

pengiriman cepat  pembukusan rapih barang juga berkualitas ",2023-07-26 09:05:16,antigores,positive
predator186,5,"sepadan dengan hargabarang bagus
fitur terbaikspy efekjd aman ga ada yg ngintip2

produk bagus sesuai dengan deskripsipengiriman cepatthx sallerthx sopi",2023-10-09 12:33:12,antigores,positive
sohidinturip,5,"fitur terbaikbaik berkualitas harga sangat murah meriah
sepadan dengan hargasepadan dengan harga",2024-03-01 04:27:15,antigores,positive
a*****6,5,"fitur terbaikdoff

bagus dari samping tidak kelihatan",2023-01-24 04:22:07,antigores,positive
zar.menolak_sadar,5,"sepadan dengan hargamurah
fitur terbaikbagus

mantap barang bagus tidak mengecewakan terima kasih seller",2023-10-25 08:11:10,antigores,positive
ichwan_k,5,"fitur terbaikok
sepadan dengan hargatoko aksesoris hp

muantap e poll packing rapi harga kaki 5kualitas bintang5 thanks seller ",2024-02-11 06:27:17,antigores,positive
iqbal_jazir_m,1,"sepadan dengan hargabagus

tapi salah pengiriman mintak nya oppo a57 malah di kirim apa jadi nya g kepake",2023-12-21 03:42:31,antigores,negative
s*****7,5,beli banyak yg kepoto sisa 2 aja krn ud lsg di pakein ke hp msg2 harga murah bgt dan kwalitas ok pny puaslah pokoknya tx seller,2024-06-26 13:17:19,antigores,positive
m*****1,5,"ukuranpas
fiturbagus
kegunaanbaik

produk bagus sesuai kiriman cepat sangat rekomen",2024-05-29 10:14:15,antigores,positive
l*****8,5,"ukuransesuai
fiturbagus
kegunaanmelindungi layar hp

barang bagus  pengirimannya cepat  barang juga sesuai  sukses trus buat tokonya",2024-08-07 13:38:03,antigores,positive
w*****8,5,"fitur terbaikbatul
sepadan dengan hargaiya

pengemasan rapi pakai kardus pengiriman nya juga cepat",2023-08-27 04:42:48,antigores,positive
n*****a,5,"fitur terbaikprivasi

bagus bgt tg nya udah dipake dan gampang di pasang",2024-02-07 08:12:01,antigores,positive
a*****l,5,"sepadan dengan hargasepadan
fitur terbaikbaik

alhamdulillah paketnya sudah sampai dengan selamat dan sesuai dengan pesanannya senang belanja disini",2024-01-10 10:13:28,antigores,positive
hendro.erlin,5,"fitur terbaikok

paket mendarat dengan selamat paking sangat rapih pengiriman sangat cepat sekali",2023-10-04 13:25:23,antigores,positive
k*****a,4,alhamdulillah barang diterima dengan baik jumlah sesui pesanan pengirimn lumayan cepat packing aman toko nya amanah,2024-08-05 12:18:10,antigores,positive
tcf3jvirrx,5,"fitur terbaikbaik banget
sepadan dengan hargaini mah ok bgt

produk sangat baik
pengiriman barang sangat cepat
barangnya original
baguuus 

semoga selalu amanah
terimakasih",2023-12-09 11:38:53,antigores,positive
nining_rochayati_88,5,"sepadan dengan hargaoke
fitur terbaikbaik terjangkau lagi

makasih paket nya sudah nyampai  anti gores nya sesuai rekomendit bgt ",2024-02-04 04:36:34,antigores,positive
